Id,q_amplicon,Phylum,Class,Order,Family,Genus,Species
1672,ASV 1672: Cellvibrio,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio
1673,ASV 1673: Cellvibrio,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio
1674,ASV 1674: Alcanivorax_sp.,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,Alcanivorax
1675,ASV 1675: Aquicella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella
1676,ASV 1676: Aquicella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella
1677,ASV 1677: Aquicella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella
1678,ASV 1678: Aquicella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella
1679,ASV 1679: Aquicella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella
1680,ASV 1680: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1681,ASV 1681: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1682,ASV 1682: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1683,ASV 1683: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1684,ASV 1684: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1685,ASV 1685: Diplorickettsiaceae,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Diplorickettsiaceae,Diplorickettsiaceae
1686,ASV 1686: Rickettsiella,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,Rickettsiella
1687,ASV 1687: ultured_Diplorickettsia,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,uncultured_Diplorickettsia
1688,ASV 1688: Diplorickettsiaceae,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Diplorickettsiaceae,Diplorickettsiaceae
1689,ASV 1689: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1690,ASV 1690: Candidatus_Berkiella,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Berkiella,Candidatus_Berkiella
1691,ASV 1691: Candidatus_Berkiella,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Berkiella,Candidatus_Berkiella
1692,ASV 1692: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1693,ASV 1693: Diplorickettsiaceae,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Diplorickettsiaceae,Diplorickettsiaceae
1694,ASV 1694: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1695,ASV 1695: Pectobacterium,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Pectobacteriaceae,Pectobacterium,Pectobacterium
1696,ASV 1696: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1697,ASV 1697: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1698,ASV 1698: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1699,ASV 1699: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1700,ASV 1700: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1701,ASV 1701: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1702,ASV 1702: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1703,ASV 1703: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1704,ASV 1704: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1705,ASV 1705: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1706,ASV 1706: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1707,ASV 1707: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1708,ASV 1708: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1709,ASV 1709: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
1710,ASV 1710: Legionellaceae,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionellaceae,Legionellaceae
1711,ASV 1711: Legionellaceae,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionellaceae,Legionellaceae
1712,ASV 1712: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1713,ASV 1713: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1714,ASV 1714: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1715,ASV 1715: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1716,ASV 1716: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1717,ASV 1717: Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,BC-Paraburkholderia,BC-Paraburkholderia
1718,ASV 1718: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1719,ASV 1719: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1720,ASV 1720: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1721,ASV 1721: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1722,ASV 1722: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1723,ASV 1723: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1724,ASV 1724: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1725,ASV 1725: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1726,ASV 1726: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1727,ASV 1727: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1728,ASV 1728: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1729,ASV 1729: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1730,ASV 1730: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1731,ASV 1731: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1732,ASV 1732: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1733,ASV 1733: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1734,ASV 1734: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1735,ASV 1735: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1736,ASV 1736: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1737,ASV 1737: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1738,ASV 1738: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1739,ASV 1739: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1740,ASV 1740: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1741,ASV 1741: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1742,ASV 1742: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1743,ASV 1743: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1744,ASV 1744: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1745,ASV 1745: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1746,ASV 1746: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1747,ASV 1747: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1748,ASV 1748: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1749,ASV 1749: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1750,ASV 1750: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1751,ASV 1751: Legionella,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella
1752,ASV 1752: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1753,ASV 1753: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1754,ASV 1754: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1755,ASV 1755: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1756,ASV 1756: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1757,ASV 1757: Clostridia_vadinBB60_group,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group
1758,ASV 1758: Candidatus_Ovatusbacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Candidatus_Ovatusbacter,Candidatus_Ovatusbacter
1759,ASV 1759: vadinHA49,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,vadinHA49
1760,ASV 1760: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1761,ASV 1761: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1762,ASV 1762: ultured_Acidobacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_Acidobacteria
1763,ASV 1763: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1764,ASV 1764: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1765,ASV 1765: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1766,ASV 1766: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1767,ASV 1767: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1768,ASV 1768: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1769,ASV 1769: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1770,ASV 1770: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1771,ASV 1771: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1772,ASV 1772: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1773,ASV 1773: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1774,ASV 1774: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1775,ASV 1775: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1776,ASV 1776: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1777,ASV 1777: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1778,ASV 1778: Candidatus_Solibacter,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,Candidatus_Solibacter
1779,ASV 1779: Candidatus_Solibacter,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,Candidatus_Solibacter
1780,ASV 1780: ultured_Acidobacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_Acidobacteria
1781,ASV 1781: ultured_Acidobacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_Acidobacteria
1782,ASV 1782: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1783,ASV 1783: Bryobacter,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter
1784,ASV 1784: Elev-16S-1166,Acidobacteriota,Acidobacteriae,Elev-16S-1166,Elev-16S-1166,Elev-16S-1166,Elev-16S-1166
1785,ASV 1785: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1786,ASV 1786: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1787,ASV 1787: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1788,ASV 1788: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1789,ASV 1789: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1790,ASV 1790: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1791,ASV 1791: Bacillaceae,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae,Bacillaceae
1792,ASV 1792: Rhodococcus_coprophilus,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_coprophilus
1793,ASV 1793: Paludibaculum,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,Paludibaculum
1794,ASV 1794: Pseudoxanthomonas,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas
1795,ASV 1795: Acidibacter,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis,Acidibacter,Acidibacter
1796,ASV 1796: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1797,ASV 1797: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1798,ASV 1798: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1799,ASV 1799: AqS1,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,AqS1
1800,ASV 1800: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1801,ASV 1801: Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
1802,ASV 1802: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1803,ASV 1803: Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
1804,ASV 1804: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1805,ASV 1805: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1806,ASV 1806: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1807,ASV 1807: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1808,ASV 1808: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1809,ASV 1809: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1810,ASV 1810: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1811,ASV 1811: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1812,ASV 1812: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1813,ASV 1813: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1814,ASV 1814: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1815,ASV 1815: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1816,ASV 1816: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1817,ASV 1817: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1818,ASV 1818: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1819,ASV 1819: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1820,ASV 1820: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1821,ASV 1821: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1822,ASV 1822: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1823,ASV 1823: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1824,ASV 1824: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
1825,ASV 1825: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1826,ASV 1826: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1827,ASV 1827: Pseudomonas_sp.,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1828,ASV 1828: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1829,ASV 1829: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1830,ASV 1830: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
1831,ASV 1831: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1832,ASV 1832: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
1833,ASV 1833: Jeotgalicoccus,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus
1834,ASV 1834: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1835,ASV 1835: Pectobacterium_carotovorum,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Pectobacteriaceae,Pectobacterium,Pectobacterium_carotovorum
1836,ASV 1836: Burkholderiales,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales,Burkholderiales
1837,ASV 1837: Bacillaceae,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae,Bacillaceae
1838,ASV 1838: Enterococcus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus
1839,ASV 1839: Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
1840,ASV 1840: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1841,ASV 1841: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1842,ASV 1842: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1843,ASV 1843: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1844,ASV 1844: Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
1845,ASV 1845: Gammaproteobacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
